crop,year,season,state,area,production,fertilizer,pesticide,yield
rice,2018,Kharif     ,Arunachal Pradesh,133200.0,239998,21605040.0,46620.0,1.737727273
maize,2018,Autumn     ,Bihar,223317.0,464137,36222017.4,78160.95,2.154375
maize,2018,Rabi       ,Bihar,282344.0,2098443,45796196.8,98820.4,5.559705882
maize,2018,Summer     ,Bihar,163817.0,631331,26571117.4,57335.95,3.415151515
potato,2018,Rabi       ,Bihar,84227.0,1076879,13661619.4,29479.45,13.51289474
potato,2018,Winter     ,Bihar,73008.0,1109773,11841897.6,25552.8,14.90944444
rice,2018,Autumn     ,Bihar,445393.0,615668,72242744.6,155887.55,1.439545455
rice,2018,Summer     ,Bihar,60400.0,136281,9796880.0,21140.0,2.205
rice,2018,Winter     ,Bihar,2653929.0,5403580,430467283.8,928875.15,1.809210526
maize,2018,Kharif     ,Chhattisgarh,118047.0,303145,19147223.4,41316.45,2.280740741
potato,2018,Kharif     ,Chhattisgarh,1441.0,7619,233730.2,504.35,7.005555556
potato,2018,Rabi       ,Chhattisgarh,8991.0,47544,1458340.2,3146.85,6.055217391
rice,2018,Kharif     ,Chhattisgarh,4141378.0,6509430,671731511.6,1449482.3,1.521481481
potato,2018,Whole Year ,Chhattisgarh,2561.0,14514,415394.2,896.35,4.819166667
maize,2018,Kharif     ,Gujarat,310536.0,549680,50368939.2,108687.6,1.835238095
maize,2018,Rabi       ,Gujarat,95598.0,245862,15505995.6,33459.3,2.710526316
maize,2018,Summer     ,Gujarat,3090.0,6356,501198.0,1081.5,1.765
potato,2018,Whole Year ,Gujarat,121449.0,3655606,19699027.8,42507.15,28.84285714
rice,2018,Kharif     ,Gujarat,809367.0,1819260,131279327.4,283278.45,2.131
rice,2018,Summer     ,Gujarat,29582.0,92755,4798200.4,10353.7,2.676153846
maize,2018,Kharif     ,Haryana,5900.0,15600,956980.0,2065.0,3.206
potato,2018,Whole Year ,Haryana,34738.0,897846,5634503.6,12158.3,25.85727273
rice,2018,Kharif     ,Haryana,1447000.0,4516000,234703400.0,506450.0,2.94952381
maize,2018,Kharif     ,Himachal Pradesh,286780.0,725553,46515716.0,100373.0,2.600833333
potato,2018,Kharif     ,Himachal Pradesh,2900.0,21312,470380.0,1015.0,5.96875
potato,2018,Rabi       ,Himachal Pradesh,7029.0,72777,1140103.8,2460.15,9.303333333
rice,2018,Kharif     ,Himachal Pradesh,71810.0,114896,11647582.0,25133.5,1.623636364
maize,2018,Kharif     ,Jharkhand,255145.0,443992,41384519.0,89300.75,1.8175
maize,2018,Rabi       ,Jharkhand,5944.0,11324,964116.8,2080.4,1.835789474
rice,2018,Kharif     ,Jharkhand,1527103.0,2894101,247696106.6,534486.05,1.817916667
maize,2018,Kharif     ,Madhya Pradesh,1256645.0,4090669,203827819.0,439825.75,2.330588235
potato,2018,Whole Year ,Madhya Pradesh,145736.5,3309669,23638460.3,51007.775,21.3004
rice,2018,Kharif     ,Madhya Pradesh,2794020.0,5238850,453190044.0,977907.0,1.444901961
potato,2018,Whole Year ,Madhya Pradesh,5297.72,80333,859290.184,1854.202,17.05294118
maize,2018,Kharif     ,Maharashtra,707963.0,1364959,114831598.6,247787.05,1.515
maize,2018,Rabi       ,Maharashtra,201409.0,379865,32668539.8,70493.15,1.349230769
maize,2018,Summer     ,Maharashtra,17135.0,20570,2779297.0,5997.25,1.0155
rice,2018,Kharif     ,Maharashtra,1417445.0,3143748,229909579.0,496105.75,1.657916667
rice,2018,Summer     ,Maharashtra,47541.0,132050,7711150.2,16639.35,2.755833333
maize,2018,Kharif     ,Manipur,19160.0,41020,3107752.0,6706.0,2.253333333
maize,2018,Rabi       ,Manipur,7220.0,17140,1171084.0,2527.0,2.371111111
potato,2018,Whole Year ,Manipur,15550.0,128070,2522210.0,5442.5,8.283333333
rice,2018,Kharif     ,Manipur,233500.0,602430,37873700.0,81725.0,2.232222222
maize,2018,Kharif     ,Mizoram,5733.0,10300,929892.6,2006.55,1.79125
maize,2018,Rabi       ,Mizoram,430.0,670,69746.0,150.5,1.643333333
potato,2018,Kharif     ,Mizoram,61.0,253,9894.2,21.35,3.94
potato,2018,Rabi       ,Mizoram,73.0,256,11840.6,25.55,3.823333333
rice,2018,Autumn     ,Mizoram,18957.0,23372,3074825.4,6634.95,1.215
rice,2018,Kharif     ,Mizoram,16133.0,35678,2616772.6,5646.55,2.1975
rice,2018,Rabi       ,Mizoram,460.0,960,74612.0,161.0,2.115
maize,2018,Kharif     ,Nagaland,63710.0,126270,10333762.0,22298.5,1.981818182
maize,2018,Rabi       ,Nagaland,5360.0,10630,869392.0,1876.0,1.983333333
potato,2018,Rabi       ,Nagaland,7520.0,75240,1219744.0,2632.0,9.993636364
rice,2018,Kharif     ,Nagaland,208990.0,519600,33898178.0,73146.5,2.444545455
rice,2018,Rabi       ,Nagaland,5460.0,15440,885612.0,1911.0,2.8275
potato,2018,Kharif     ,Nagaland,1840.0,15660,298448.0,644.0,8.510909091
maize,2018,Kharif     ,Punjab,109200.0,395900,17712240.0,38220.0,3.54625
rice,2018,Kharif     ,Punjab,3103000.0,12822000,503306600.0,1086050.0,4.011818182
maize,2018,Kharif     ,Telangana,426342.0,1323976,69152672.4,149219.7,3.95625
maize,2018,Rabi       ,Telangana,116724.0,759015,18932632.8,40853.4,6.026451613
potato,2018,Kharif     ,Telangana,8.0,24,1297.6,2.8,3.0
potato,2018,Rabi       ,Telangana,1939.0,36016,314505.8,678.65,16.048
rice,2018,Kharif     ,Telangana,1189264.0,4135049,192898620.8,416242.4,3.3065625
rice,2018,Rabi       ,Telangana,742508.0,2533895,120434797.6,259877.8,3.208125
potato,2018,Kharif     ,Telangana,6.0,38,973.2,2.1,6.33
potato,2018,Rabi       ,Telangana,83.0,527,13462.6,29.05,6.35
maize,2018,Kharif     ,Tripura,13519.0,17430,2192781.8,4731.65,1.3075
maize,2018,Rabi       ,Tripura,2463.0,5265,399498.6,862.05,2.12375
rice,2018,Autumn     ,Tripura,35340.0,93453,5732148.0,12369.0,2.50625
rice,2018,Kharif     ,Tripura,15382.0,16267,2494960.4,5383.7,1.05375
rice,2018,Summer     ,Tripura,70742.0,232551,11474352.4,24759.7,3.0775
rice,2018,Winter     ,Tripura,147900.0,450930,23989380.0,51765.0,3.03375
maize,2018,Kharif     ,Uttar Pradesh,673768.0,1392479,109285169.6,235818.8,1.9284
maize,2018,Rabi       ,Uttar Pradesh,13442.0,37694,2180292.4,4704.7,2.801395349
maize,2018,Summer     ,Uttar Pradesh,45815.0,94700,7431193.0,16035.25,2.061333333
potato,2018,Rabi       ,Uttar Pradesh,571399.0,17056711,92680917.8,199989.65,27.7596
rice,2018,Kharif     ,Uttar Pradesh,5894983.0,15932429,956166242.6,2063244.05,2.6056
rice,2018,Summer     ,Uttar Pradesh,29145.0,87266,4727319.0,10200.75,2.662631579
potato,2018,Kharif     ,Uttar Pradesh,15693.0,180243,2545404.6,5492.55,11.44955882
maize,2018,Kharif     ,Uttarakhand,21266.0,40107,3449345.2,7443.1,1.77
maize,2018,Summer     ,Uttarakhand,118.0,166,19139.6,41.3,1.656
potato,2018,Kharif     ,Uttarakhand,6970.0,69123,1130534.0,2439.5,10.553
potato,2018,Rabi       ,Uttarakhand,4955.0,60075,803701.0,1734.25,11.87384615
rice,2018,Kharif     ,Uttarakhand,243666.0,574963,39522625.2,85283.1,1.804615385
rice,2018,Summer     ,Uttarakhand,15682.0,51570,2543620.4,5488.7,3.283333333
maize,2018,Autumn     ,West Bengal,53660.0,182239,8703652.0,18781.0,3.236666667
maize,2018,Rabi       ,West Bengal,102911.0,745795,16692164.2,36018.85,4.09
maize,2018,Summer     ,West Bengal,107731.0,804847,17473968.2,37705.85,3.972380952
potato,2018,Rabi       ,West Bengal,436042.0,11052272,70726012.4,152614.7,27.25909091
potato,2018,Summer     ,West Bengal,1635.0,19421,265197.0,572.25,8.02
rice,2018,Autumn     ,West Bengal,230980.0,609496,37464956.0,80843.0,2.672380952
rice,2018,Summer     ,West Bengal,1279500.0,4615344,207534900.0,447825.0,3.45952381
rice,2018,Winter     ,West Bengal,4002092.0,11282409,649139322.4,1400732.2,2.744545455
maize,2019,Kharif     ,Arunachal Pradesh,51100.0,79205,8776936.0,18907.0,1.6756
potato,2019,Whole Year ,Arunachal Pradesh,6200.0,44950,1064912.0,2294.0,6.8024
rice,2019,Kharif     ,Arunachal Pradesh,133500.0,244741,22929960.0,49395.0,1.7792
maize,2019,Autumn     ,Bihar,209307.0,434878,35950570.32,77443.59,2.31625
maize,2019,Rabi       ,Bihar,301268.0,2279174,51745791.68,111469.16,5.7365625
maize,2019,Summer     ,Bihar,162563.0,781348,27921820.88,60148.31,4.237941176
potato,2019,Rabi       ,Bihar,82888.0,1139389,14236842.88,30668.56,13.67526316
potato,2019,Winter     ,Bihar,74181.0,1071615,12741328.56,27446.97,14.46027778
rice,2019,Autumn     ,Bihar,443965.0,727611,76255428.4,164267.05,1.759583333
rice,2019,Summer     ,Bihar,60399.0,128812,10374132.24,22347.63,2.142857143
rice,2019,Winter     ,Bihar,2593026.0,6096095,445378145.8,959419.62,2.173157895
maize,2019,Kharif     ,Chhattisgarh,130433.0,406821,22403172.08,48260.21,2.808214286
potato,2019,Kharif     ,Chhattisgarh,1741.0,10093,299034.16,644.17,6.59375
potato,2019,Rabi       ,Chhattisgarh,8937.0,51808,1535019.12,3306.69,6.473913043
rice,2019,Kharif     ,Chhattisgarh,4266022.0,8569367,732731938.7,1578428.14,1.936428571
potato,2019,Whole Year ,Chhattisgarh,1666.0,10107,286152.16,616.42,6.238695652
maize,2019,Kharif     ,Gujarat,300503.0,449952,51614395.28,111186.11,1.603636364
maize,2019,Rabi       ,Gujarat,132342.0,333579,22731061.92,48966.54,2.556190476
maize,2019,Summer     ,Gujarat,5516.0,12676,947428.16,2040.92,2.189
potato,2019,Whole Year ,Gujarat,118353.0,3578238,20328311.28,43790.61,29.24857143
rice,2019,Kharif     ,Gujarat,849599.0,1821136,145927124.2,314351.63,1.948571429
rice,2019,Summer     ,Gujarat,54751.0,161497,9404031.76,20257.87,2.848571429
maize,2019,Kharif     ,Haryana,6050.0,17290,1039148.0,2238.5,3.085263158
potato,2019,Whole Year ,Haryana,38200.0,982400,6561232.0,14134.0,25.395
rice,2019,Kharif     ,Haryana,1558900.0,5194600,267756664.0,576793.0,3.048095238
maize,2019,Kharif     ,Himachal Pradesh,287444.0,744603,49371381.44,106354.28,2.630833333
potato,2019,Kharif     ,Himachal Pradesh,2970.0,24480,510127.2,1098.9,7.22375
potato,2019,Rabi       ,Himachal Pradesh,7156.0,84443,1229114.56,2647.72,10.83
rice,2019,Kharif     ,Himachal Pradesh,72620.0,116879,12473211.2,26869.4,1.656363636
maize,2019,Kharif     ,Jharkhand,249127.0,494885,42790053.52,92176.99,2.047916667
maize,2019,Rabi       ,Jharkhand,7644.0,16043,1312933.44,2828.28,1.985238095
rice,2019,Kharif     ,Jharkhand,1357726.0,3612589,233203017.8,502358.62,2.663333333
maize,2019,Kharif     ,Madhya Pradesh,1516103.0,4369819,260405851.3,560958.11,1.999411765
maize,2019,Summer     ,Madhya Pradesh,20995.0,119761,3606101.2,7768.15,2.768387097
potato,2019,Whole Year ,Madhya Pradesh,149435.36,3408608,25667017.43,55291.0832,21.80117647
rice,2019,Kharif     ,Madhya Pradesh,3076000.0,7268659,528333760.0,1138120.0,1.858
rice,2019,Summer     ,Madhya Pradesh,34311.0,94770,5893257.36,12695.07,0.8775
potato,2019,Whole Year ,Madhya Pradesh,5814.2,89432,998646.992,2151.254,17.34657143
maize,2019,Kharif     ,Maharashtra,771711.0,1051683,132549081.4,285533.07,1.363214286
maize,2019,Rabi       ,Maharashtra,297952.0,795312,51176235.52,110242.24,2.171333333
maize,2019,Summer     ,Maharashtra,56994.0,112994,9789289.44,21087.78,1.783913043
rice,2019,Kharif     ,Maharashtra,1478093.0,2701810,253877253.7,546894.41,1.256296296
rice,2019,Summer     ,Maharashtra,74896.0,195623,12864136.96,27711.52,2.660833333
maize,2019,Kharif     ,Mizoram,5860.0,10903,1006513.6,2168.2,1.77625
maize,2019,Rabi       ,Mizoram,493.0,765,84677.68,182.41,1.645
potato,2019,Kharif     ,Mizoram,53.0,177,9103.28,19.61,4.245
potato,2019,Rabi       ,Mizoram,91.0,357,15630.16,33.67,3.506666667
rice,2019,Autumn     ,Mizoram,18510.0,22904,3179277.6,6848.7,1.18875
rice,2019,Kharif     ,Mizoram,16232.0,36357,2788008.32,6005.84,2.2025
rice,2019,Rabi       ,Mizoram,468.0,978,80383.68,173.16,2.135
maize,2019,Kharif     ,Nagaland,63740.0,126460,10947982.4,23583.8,1.982727273
maize,2019,Rabi       ,Nagaland,5390.0,10700,925786.4,1994.3,1.983333333
potato,2019,Rabi       ,Nagaland,7540.0,75460,1295070.4,2789.8,9.997272727
rice,2019,Kharif     ,Nagaland,211280.0,528920,36289452.8,78173.6,2.459090909
rice,2019,Rabi       ,Nagaland,5670.0,16050,973879.2,2097.9,2.83
potato,2019,Kharif     ,Nagaland,1880.0,16010,322908.8,695.6,8.515454545
maize,2019,Autumn     ,Odisha,61041.0,175675,10484402.16,22585.17,2.048181818
maize,2019,Summer     ,Odisha,3934.0,13113,675703.84,1455.58,2.243
maize,2019,Winter     ,Odisha,95.0,226,16317.2,35.15,2.48125
potato,2019,Winter     ,Odisha,4397.0,46961,755228.72,1626.89,11.34730769
rice,2019,Autumn     ,Odisha,426080.0,769480,73183500.8,157649.6,1.8825
rice,2019,Summer     ,Odisha,292610.0,932910,50258693.6,108265.7,2.796896552
rice,2019,Winter     ,Odisha,3222020.0,8052660,553414155.2,1192147.4,2.564666667
potato,2019,Kharif     ,Odisha,36270.0,350740,6229735.2,13419.9,9.507666667
potato,2019,Rabi       ,Odisha,6610.0,59200,1135333.6,2445.7,8.970909091
maize,2019,Kharif     ,Punjab,114600.0,410500,19683696.0,42402.0,3.539444444
rice,2019,Kharif     ,Punjab,3142000.0,12675000,539669920.0,1162540.0,3.930909091
maize,2019,Kharif     ,Telangana,390692.0,1893085,67105257.92,144556.04,5.12125
maize,2019,Rabi       ,Telangana,252561.0,1750601,43379877.36,93447.57,6.5721875
potato,2019,Kharif     ,Telangana,3.0,0,515.28,1.11,0.0
potato,2019,Rabi       ,Telangana,994.0,12455,170729.44,367.78,12.98
rice,2019,Kharif     ,Telangana,1631151.0,5985349,280166495.8,603525.87,3.575625
rice,2019,Rabi       ,Telangana,1585062.0,5900447,272250249.1,586472.94,3.610625
potato,2019,Kharif     ,Telangana,15.0,235,2576.4,5.55,15.76666667
potato,2019,Rabi       ,Telangana,108.0,1693,18550.08,39.96,15.6875
maize,2019,Kharif     ,Tripura,12485.0,17757,2144423.6,4619.45,1.42
maize,2019,Rabi       ,Tripura,2150.0,5217,369284.0,795.5,2.41875
rice,2019,Autumn     ,Tripura,34235.0,94357,5880203.6,12666.95,2.6425
rice,2019,Kharif     ,Tripura,15228.0,16175,2615561.28,5634.36,1.06875
rice,2019,Summer     ,Tripura,70577.0,228104,12122305.52,26113.49,3.13
rice,2019,Winter     ,Tripura,147295.0,471608,25299389.2,54499.15,3.17375
maize,2019,Kharif     ,Uttar Pradesh,665264.0,1641286,114265744.6,246147.68,2.039466667
maize,2019,Rabi       ,Uttar Pradesh,14992.0,42414,2575025.92,5547.04,2.745813953
maize,2019,Summer     ,Uttar Pradesh,48817.0,120432,8384807.92,18062.29,2.467962963
potato,2019,Rabi       ,Uttar Pradesh,552382.0,14869966,94877132.32,204381.34,25.4704
rice,2019,Kharif     ,Uttar Pradesh,5898690.0,16947998,1013158994.0,2182515.3,2.823466667
rice,2019,Summer     ,Uttar Pradesh,25659.0,79891,4407189.84,9493.83,2.968717949
potato,2019,Kharif     ,Uttar Pradesh,15852.0,186148,2722739.52,5865.24,11.75044118
maize,2019,Kharif     ,Uttarakhand,21193.0,40823,3640109.68,7841.41,1.706923077
maize,2019,Summer     ,Uttarakhand,362.0,491,62177.12,133.94,1.7
potato,2019,Kharif     ,Uttarakhand,8156.0,86509,1400874.56,3017.72,11.09181818
potato,2019,Rabi       ,Uttarakhand,6411.0,76031,1101153.36,2372.07,11.32923077
rice,2019,Kharif     ,Uttarakhand,240411.0,615514,41292993.36,88952.07,1.933846154
rice,2019,Summer     ,Uttarakhand,17370.0,61915,2983471.2,6426.9,3.563333333
maize,2019,Autumn     ,West Bengal,50026.0,170292,8592465.76,18509.62,3.178333333
maize,2019,Rabi       ,West Bengal,171547.0,1284319,29464912.72,63472.39,4.138235294
maize,2019,Summer     ,West Bengal,140811.0,992934,24185697.36,52100.07,3.916666667
potato,2019,Rabi       ,West Bengal,433051.0,12539819,74380839.76,160228.87,27.68363636
potato,2019,Summer     ,West Bengal,1630.0,19421,279968.8,603.1,8.525
rice,2019,Autumn     ,West Bengal,215126.0,514586,36950041.76,79596.62,2.434285714
rice,2019,Summer     ,West Bengal,1271772.0,4616835,218439558.7,470555.64,3.464285714
rice,2019,Winter     ,West Bengal,4004077.0,11344600,687740265.5,1481508.49,2.771363636
maize,2020,Kharif     ,Uttarakhand,19697.0,41108,3813536.17,7287.89,1.973076923
maize,2020,Summer     ,Uttarakhand,198.0,430,38334.78,73.26,2.125
potato,2020,Kharif     ,Uttarakhand,6020.0,51902,1165532.2,2227.4,9.942
potato,2020,Rabi       ,Uttarakhand,5427.0,62736,1050721.47,2007.99,11.83
rice,2020,Kharif     ,Uttarakhand,241936.0,669372,46841228.96,89516.32,2.093076923
rice,2020,Summer     ,Uttarakhand,15315.0,55057,2965137.15,5666.55,3.563333333
maize,1997,Kharif     ,Haryana,26000.0,50000,2474420.0,8060.0,1.9725
rice,1997,Kharif     ,Haryana,913000.0,2556000,86890210.0,283030.0,2.730588235
maize,1997,Kharif     ,Nagaland,30000.0,30000,2855100.0,9300.0,0.998571429
rice,1997,Kharif     ,Nagaland,145000.0,188000,13799650.0,44950.0,1.29
rice,1997,Rabi       ,Nagaland,200.0,250,19034.0,62.0,1.3
maize,1998,Kharif     ,Delhi,165.0,132,16302.0,47.85,0.8
potato,1998,Whole Year ,Delhi,142.0,1048,14029.6,41.18,7.38
rice,1998,Kharif     ,Delhi,7303.0,10799,721536.4,2117.87,1.48
maize,1999,Kharif     ,Andhra Pradesh,360070.0,1091197,38214229.1,97218.9,2.909090909
maize,1999,Rabi       ,Andhra Pradesh,91938.0,381497,9757379.94,24823.26,4.394761905
rice,1999,Kharif     ,Andhra Pradesh,2848794.0,7056175,302342507.2,769174.38,2.400869565
rice,1999,Rabi       ,Andhra Pradesh,1165454.0,3581740,123689633.0,314672.58,2.73
maize,1999,Kharif     ,Delhi,58.0,42,6155.54,15.66,0.72
potato,1999,Whole Year ,Delhi,157.0,1155,16662.41,42.39,7.36
rice,1999,Kharif     ,Delhi,8105.0,15279,860183.65,2188.35,1.89
maize,1999,Kharif     ,Jammu and Kashmir,317324.0,471210,33677596.12,85677.48,1.288333333
rice,1999,Kharif     ,Jammu and Kashmir,250625.0,391529,26598831.25,67668.75,1.489166667
maize,2000,Kharif     ,Delhi,55.0,90,5399.35,14.3,1.64
potato,2000,Whole Year ,Delhi,2487.0,45950,244148.79,646.62,18.48
rice,2000,Kharif     ,Delhi,6053.0,11420,594223.01,1573.78,1.89
maize,2000,Kharif     ,Jammu and Kashmir,330208.0,525800,32416519.36,85854.08,1.490833333
rice,2000,Kharif     ,Jammu and Kashmir,244051.0,415342,23958486.67,63453.26,1.6
maize,2001,Kharif     ,Delhi,53.0,95,5412.89,13.78,1.79
potato,2001,Whole Year ,Delhi,63.0,461,6434.19,16.38,7.32
rice,2001,Kharif     ,Delhi,6405.0,12063,654142.65,1665.3,1.88
maize,2001,Kharif     ,Jammu and Kashmir,326476.0,538070,33342993.88,84883.76,1.493333333
potato,2001,Whole Year ,Jammu and Kashmir,1835.0,19616,187408.55,477.1,10.07090909
rice,2001,Kharif     ,Jammu and Kashmir,249830.0,422298,25515137.9,64955.8,1.634166667
maize,2002,Kharif     ,Delhi,94.0,228,8898.98,23.5,2.43
potato,2002,Whole Year ,Delhi,61.0,446,5774.87,15.25,7.31
rice,2002,Kharif     ,Delhi,6096.0,12907,577108.32,1524.0,2.12
maize,2002,Kharif     ,Jammu and Kashmir,329465.0,465090,31190451.55,82366.25,1.3475
potato,2002,Whole Year ,Jammu and Kashmir,1737.0,18011,164441.79,434.25,9.146666667
rice,2002,Kharif     ,Jammu and Kashmir,236199.0,421457,22360959.33,59049.75,1.708333333
rice,2002,Kharif     ,Puducherry,24142.0,57514,2285523.14,6035.5,2.56
maize,2002,Kharif     ,Uttar Pradesh,755265.0,836410,71500937.55,188816.25,1.069565217
maize,2002,Rabi       ,Uttar Pradesh,19933.0,22064,1887057.11,4983.25,1.100689655
potato,2002,Whole Year ,Uttar Pradesh,442030.0,10244139,41846980.1,110507.5,22.26231884
rice,2002,Kharif     ,Uttar Pradesh,5209137.0,9586935,493148999.8,1302284.25,1.765942029
rice,2002,Summer     ,Uttar Pradesh,4292.0,9411,406323.64,1073.0,1.960952381
maize,2003,Kharif     ,Himachal Pradesh,298467.0,729571,29542263.66,71632.08,2.503333333
potato,2003,Whole Year ,Himachal Pradesh,15036.0,173169,1488263.28,3608.64,11.48666667
rice,2003,Kharif     ,Himachal Pradesh,81335.0,120624,8050538.3,19520.4,1.469090909
maize,2003,Kharif     ,Jammu and Kashmir,321189.0,532620,31791287.22,77085.36,1.561666667
potato,2003,Whole Year ,Jammu and Kashmir,1614.0,17886,159753.72,387.36,10.385
rice,2003,Kharif     ,Jammu and Kashmir,259815.0,504797,25716488.7,62355.6,1.870833333
maize,2004,Kharif     ,Himachal Pradesh,297887.0,636294,32273077.58,62556.27,2.1625
potato,2004,Whole Year ,Himachal Pradesh,14808.0,147874,1604298.72,3109.68,10.27166667
rice,2004,Kharif     ,Himachal Pradesh,79519.0,109129,8615088.46,16698.99,1.454545455
maize,2004,Kharif     ,Jammu and Kashmir,322699.0,492270,34961209.66,67766.79,1.44
rice,2004,Kharif     ,Jammu and Kashmir,250044.0,492732,27089766.96,52509.24,1.838333333
maize,2004,Autumn     ,Odisha,58692.0,94954,6358691.28,12325.32,1.0572
maize,2004,Summer     ,Odisha,2071.0,4226,224372.14,434.91,1.267727273
maize,2004,Winter     ,Odisha,1575.0,3107,170635.5,330.75,1.461538462
potato,2004,Winter     ,Odisha,8506.0,80770,921540.04,1786.26,8.655
rice,2004,Autumn     ,Odisha,824000.0,677000,89272160.0,173040.0,0.98
rice,2004,Summer     ,Odisha,293000.0,652000,31743620.0,61530.0,1.938148148
rice,2004,Winter     ,Odisha,3375000.0,5207000,365647500.0,708750.0,1.511333333
potato,2004,Whole Year ,Odisha,47112.0,394287,5104114.08,9893.52,8.469666667
maize,2004,Kharif     ,Uttar Pradesh,841751.0,1294882,91195303.34,176767.71,1.431142857
maize,2004,Rabi       ,Uttar Pradesh,4156.0,19263,450261.04,872.76,4.646785714
potato,2004,Rabi       ,Uttar Pradesh,435135.0,9739656,47142525.9,91378.35,20.40014286
rice,2004,Kharif     ,Uttar Pradesh,5934405.0,10749989,642933437.7,1246225.05,1.827714286
potato,2004,Whole Year ,Uttar Pradesh,23096.0,257051,2502220.64,4850.16,11.46550725
maize,2005,Kharif     ,Jammu and Kashmir,320924.0,453450,38485206.08,67394.04,1.325833333
potato,2005,Kharif     ,Jammu and Kashmir,786.0,5762,94257.12,165.06,5.429
rice,2005,Kharif     ,Jammu and Kashmir,259014.0,556774,31060958.88,54392.94,2.040833333
maize,2005,Kharif     ,Uttar Pradesh,810306.0,1040607,97171895.52,170164.26,1.291940299
potato,2005,Rabi       ,Uttar Pradesh,445197.0,9986781,53388024.24,93491.37,22.26442857
rice,2005,Kharif     ,Uttar Pradesh,5571524.0,11119095,668137158.1,1170020.04,1.951714286
potato,2005,Whole Year ,Uttar Pradesh,20476.0,267901,2455481.92,4299.96,13.18318841
maize,2006,Kharif     ,Jammu and Kashmir,323598.0,486900,41326700.58,71191.56,1.449166667
potato,2006,Kharif     ,Jammu and Kashmir,889.0,5962,113534.19,195.58,6.66
potato,2006,Rabi       ,Jammu and Kashmir,857.0,12436,109447.47,188.54,14.57375
rice,2006,Kharif     ,Jammu and Kashmir,252516.0,554258,32248818.36,55553.52,2.060833333
maize,2007,Kharif     ,Delhi,69.0,126,9204.6,11.04,1.83
potato,2007,Whole Year ,Delhi,56.0,888,7470.4,8.96,15.86
rice,2007,Kharif     ,Delhi,7419.0,20946,989694.6,1187.04,2.82
maize,2007,Kharif     ,Jammu and Kashmir,302441.0,474484,40345629.4,48390.56,1.377
potato,2007,Kharif     ,Jammu and Kashmir,1380.0,7727,184092.0,220.8,4.94875
potato,2007,Rabi       ,Jammu and Kashmir,857.0,12435,114323.8,137.12,13.078
rice,2007,Kharif     ,Jammu and Kashmir,263246.0,561355,35117016.4,42119.36,1.9745
maize,2008,Kharif     ,Delhi,54.0,99,7724.16,4.86,1.83
potato,2008,Whole Year ,Delhi,79.0,1325,11300.16,7.11,16.77
rice,2008,Kharif     ,Delhi,7039.0,19873,1006858.56,633.51,2.82
maize,2009,Kharif     ,Delhi,48.0,1054,7479.36,8.16,21.96
potato,2009,Whole Year ,Delhi,88.0,21999,13712.16,14.96,249.99
rice,2009,Kharif     ,Delhi,6821.0,19008,1062848.22,1159.57,2.79
maize,2009,Kharif     ,Jammu and Kashmir,311022.0,486988,48463448.04,52873.74,1.507
potato,2009,Kharif     ,Jammu and Kashmir,1098.0,7684,171090.36,186.66,6.574615385
potato,2009,Rabi       ,Jammu and Kashmir,1184.0,15664,184490.88,201.28,12.63666667
rice,2009,Kharif     ,Jammu and Kashmir,259892.0,500880,40496371.44,44181.64,1.859
maize,2010,Kharif     ,Delhi,40.0,878,6644.4,9.6,21.95
potato,2010,Whole Year ,Delhi,51.0,15862,8471.61,12.24,311.02
rice,2010,Kharif     ,Delhi,6848.0,19083,1137521.28,1643.52,2.79
maize,2011,Kharif     ,Delhi,38.0,843,6365.76,12.54,22.18
potato,2011,Whole Year ,Delhi,48.0,14928,8040.96,15.84,311.0
rice,2011,Kharif     ,Delhi,7248.0,20198,1214184.96,2391.84,2.79
maize,2011,Kharif     ,Jammu and Kashmir,314034.0,504995,52606975.68,103631.22,1.4925
potato,2011,Kharif     ,Jammu and Kashmir,1015.0,7416,170032.8,334.95,7.66125
potato,2011,Rabi       ,Jammu and Kashmir,1045.0,10739,175058.4,344.85,11.048
rice,2011,Kharif     ,Jammu and Kashmir,262169.0,544396,43918550.88,86515.77,2.0225
maize,2012,Kharif     ,Delhi,37.0,828,5579.6,11.47,22.38
potato,2012,Whole Year ,Delhi,689.0,14652,103901.2,213.59,21.27
rice,2012,Kharif     ,Delhi,6068.0,19768,915054.4,1881.08,3.26
maize,2012,Kharif     ,Jammu and Kashmir,310909.0,512296,46885077.2,96381.79,1.407
potato,2012,Kharif     ,Jammu and Kashmir,1225.0,10346,184730.0,379.75,10.75
potato,2012,Rabi       ,Jammu and Kashmir,1161.0,13930,175078.8,359.91,12.59
rice,2012,Kharif     ,Jammu and Kashmir,261663.0,545186,39458780.4,81115.53,1.8875
rice,2012,Kharif     ,Puducherry,3559.0,11637,536697.2,1103.29,3.076666667
rice,2012,Rabi       ,Puducherry,8979.0,23373,1354033.2,2783.49,3.233333333
rice,2012,Summer     ,Puducherry,3743.0,11509,564444.4,1160.33,2.54
potato,2012,Kharif     ,Puducherry,2.0,24,301.6,0.62,12.0
potato,2012,Rabi       ,Puducherry,2.0,18,301.6,0.62,9.0
maize,2013,Kharif     ,Delhi,37.0,828,5346.13,9.99,22.38
potato,2013,Whole Year ,Delhi,689.0,14652,99553.61,186.03,21.27
rice,2013,Kharif     ,Delhi,6068.0,19768,876765.32,1638.36,3.26
