Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
21498,Niger,rice,1990,31432,151.0,62.0,29.71
21500,Niger,potato,1990,87500,151.0,62.0,29.71
21503,Niger,maize,1991,6629,151.0,62.0,29.4
21504,Niger,potato,1991,204348,151.0,62.0,29.4
21505,Niger,rice,1991,35605,151.0,62.0,29.4
21507,Niger,potato,1991,112317,151.0,62.0,29.4
21510,Niger,maize,1992,20000,151.0,62.0,28.99
21511,Niger,potato,1992,267308,151.0,62.0,28.99
21512,Niger,rice,1992,32828,151.0,62.0,28.99
21514,Niger,potato,1992,103275,151.0,62.0,28.99
21517,Niger,maize,1993,40000,151.0,62.0,29.64
21518,Niger,potato,1993,224600,151.0,62.0,29.64
21519,Niger,rice,1993,26233,151.0,62.0,29.64
21521,Niger,potato,1993,102158,151.0,62.0,29.64
21524,Niger,maize,1994,8309,151.0,62.0,29.05
21525,Niger,potato,1994,206531,151.0,62.0,29.05
21526,Niger,rice,1994,22143,151.0,62.0,29.05
21528,Niger,potato,1994,109463,151.0,62.0,29.05
21531,Niger,maize,1995,12642,151.0,62.0,29.56
21532,Niger,potato,1995,170789,151.0,62.0,29.56
21533,Niger,rice,1995,24286,151.0,62.0,29.56
21535,Niger,potato,1995,107884,151.0,62.0,29.56
21538,Niger,maize,1996,7250,151.0,22.0,29.71
21539,Niger,potato,1996,159195,151.0,22.0,29.71
21540,Niger,rice,1996,16254,151.0,22.0,29.71
21542,Niger,potato,1996,93095,151.0,22.0,29.71
21545,Niger,maize,1997,10269,151.0,34.0,29.73
21546,Niger,potato,1997,124128,151.0,34.0,29.73
21547,Niger,rice,1997,20244,151.0,34.0,29.73
21549,Niger,potato,1997,180240,151.0,34.0,29.73
21552,Niger,maize,1998,15173,151.0,36.0,29.97
21553,Niger,potato,1998,169913,151.0,36.0,29.97
21554,Niger,rice,1998,29100,151.0,36.0,29.97
21556,Niger,potato,1998,155556,151.0,36.0,29.97
21559,Niger,maize,1999,3242,151.0,26.0,29.65
21560,Niger,potato,1999,101200,151.0,26.0,29.65
21561,Niger,rice,1999,41112,151.0,26.0,29.65
21563,Niger,potato,1999,206250,151.0,26.0,29.65
21566,Niger,maize,2000,6154,151.0,62.0,29.43
21567,Niger,potato,2000,104924,151.0,62.0,29.43
21568,Niger,rice,2000,27479,151.0,62.0,29.43
21570,Niger,potato,2000,142029,151.0,62.0,29.43
21573,Niger,maize,2001,2612,151.0,31.0,29.46
21574,Niger,potato,2001,91045,151.0,31.0,29.46
21575,Niger,rice,2001,27565,151.0,31.0,29.46
21577,Niger,potato,2001,152347,151.0,31.0,29.46
21580,Niger,maize,2002,5853,151.0,29.44,29.71
21581,Niger,potato,2002,159220,151.0,29.44,29.71
21582,Niger,rice,2002,31638,151.0,29.44,29.71
21584,Niger,potato,2002,148771,151.0,29.44,29.71
21587,Niger,maize,2004,7509,151.0,26.31,29.8
21588,Niger,potato,2004,104545,151.0,26.31,29.8
21589,Niger,rice,2004,30949,151.0,26.31,29.8
21591,Niger,potato,2004,177570,151.0,26.31,29.8
21594,Niger,maize,2005,8255,151.0,24.75,30.02
21595,Niger,potato,2005,102308,151.0,24.75,30.02
21596,Niger,rice,2005,38290,151.0,24.75,30.02
21598,Niger,potato,2005,171840,151.0,24.75,30.02
21601,Niger,maize,2006,11227,151.0,21.12,29.78
21602,Niger,potato,2006,115357,151.0,21.12,29.78
21603,Niger,rice,2006,36637,151.0,21.12,29.78
21605,Niger,potato,2006,160877,151.0,21.12,29.78
21608,Niger,maize,2007,10874,151.0,30.57,29.85
21609,Niger,potato,2007,147395,151.0,30.57,29.85
21610,Niger,rice,2007,35900,151.0,30.57,29.85
21612,Niger,potato,2007,159870,151.0,30.57,29.85
21615,Niger,maize,2008,9589,151.0,12.04,29.3
21616,Niger,potato,2008,177412,151.0,12.04,29.3
21617,Niger,rice,2008,38110,151.0,12.04,29.3
21619,Niger,potato,2008,168296,151.0,12.04,29.3
21622,Niger,maize,2009,9014,151.0,7.32,30.32
21623,Niger,potato,2009,172504,151.0,7.32,30.32
21624,Niger,rice,2009,43571,151.0,7.32,30.32
21626,Niger,potato,2009,160230,151.0,7.32,30.32
21629,Niger,maize,2010,7869,151.0,11.49,30.32
21630,Niger,potato,2010,170183,151.0,11.49,30.32
21631,Niger,rice,2010,54407,151.0,11.49,30.32
21633,Niger,potato,2010,161324,151.0,11.49,30.32
21636,Niger,maize,2011,8405,151.0,10.59,30.1
21637,Niger,potato,2011,161890,151.0,10.59,30.1
21638,Niger,rice,2011,54739,151.0,10.59,30.1
21640,Niger,potato,2011,151699,151.0,10.59,30.1
21643,Niger,maize,2012,10437,151.0,21.37,29.61
21644,Niger,potato,2012,242957,151.0,21.37,29.61
21645,Niger,rice,2012,57490,151.0,21.37,29.61
21647,Niger,potato,2012,200362,151.0,21.37,29.61
21650,Niger,maize,2013,12326,151.0,21.37,30.42
21651,Niger,potato,2013,256815,151.0,21.37,30.42
21652,Niger,rice,2013,62834,151.0,21.37,30.42
21654,Niger,potato,2013,211608,151.0,21.37,30.42
21656,Norway,potato,1990,257507,1414.0,1183.0,4.55
21658,Norway,potato,1991,227489,1414.0,760.0,3.4
21660,Norway,potato,1992,267729,1414.0,767.9,3.83
21662,Norway,potato,1993,249602,1414.0,749.0,2.72
21664,Norway,potato,1994,230846,1414.0,848.0,2.74
21666,Norway,potato,1995,222358,1414.0,913.14,3.08
21668,Norway,potato,1996,231321,1414.0,698.25,1.88
21670,Norway,potato,1997,262343,1414.0,735.43,3.87
21672,Norway,potato,1998,268418,1414.0,934.02,3.06
21674,Norway,potato,1999,256262,1414.0,802.02,3.73
21676,Norway,potato,2000,235890,1414.0,348.24,4.52
21678,Norway,potato,2001,262878,1414.0,512.66,2.68
21680,Norway,potato,2002,256141,1414.0,799.19,3.57
21682,Norway,potato,2004,279430,1414.0,827.45,3.79
21684,Norway,potato,2005,230523,1414.0,518.94,4.26
21686,Norway,potato,2006,269329,1414.0,696.34,4.43
21688,Norway,potato,2007,227983,1414.0,722.07,3.96
21690,Norway,potato,2008,278193,1414.0,800.9,4.16
21692,Norway,potato,2009,241836,1414.0,534.56,3.31
21694,Norway,potato,2010,251662,1414.0,698.98,1.3
21696,Norway,potato,2011,229141,1414.0,823.96,4.14
21698,Norway,potato,2012,240527,1414.0,813.93,3.09
21700,Norway,potato,2013,251702,1414.0,761.97,3.5
21702,Pakistan,maize,1990,14014,494.0,5299.0,24.81
21703,Pakistan,maize,1990,14014,494.0,5299.0,23.14
21704,Pakistan,maize,1990,14014,494.0,5299.0,27.0
21705,Pakistan,maize,1990,14014,494.0,5299.0,23.14
21706,Pakistan,maize,1990,14014,494.0,5299.0,26.39
21707,Pakistan,maize,1990,14014,494.0,5299.0,24.81
21708,Pakistan,maize,1990,14014,494.0,5299.0,26.23
21709,Pakistan,maize,1990,14014,494.0,5299.0,19.36
21710,Pakistan,maize,1990,14014,494.0,5299.0,23.14
21711,Pakistan,potato,1990,104002,494.0,5299.0,24.81
21712,Pakistan,potato,1990,104002,494.0,5299.0,23.14
21713,Pakistan,potato,1990,104002,494.0,5299.0,27.0
21714,Pakistan,potato,1990,104002,494.0,5299.0,23.14
21715,Pakistan,potato,1990,104002,494.0,5299.0,26.39
21716,Pakistan,potato,1990,104002,494.0,5299.0,24.81
21717,Pakistan,potato,1990,104002,494.0,5299.0,26.23
21718,Pakistan,potato,1990,104002,494.0,5299.0,19.36
21719,Pakistan,potato,1990,104002,494.0,5299.0,23.14
21720,Pakistan,rice,1990,23151,494.0,5299.0,24.81
21721,Pakistan,rice,1990,23151,494.0,5299.0,23.14
21722,Pakistan,rice,1990,23151,494.0,5299.0,27.0
21723,Pakistan,rice,1990,23151,494.0,5299.0,23.14
21724,Pakistan,rice,1990,23151,494.0,5299.0,26.39
21725,Pakistan,rice,1990,23151,494.0,5299.0,24.81
21726,Pakistan,rice,1990,23151,494.0,5299.0,26.23
21727,Pakistan,rice,1990,23151,494.0,5299.0,19.36
21728,Pakistan,rice,1990,23151,494.0,5299.0,23.14
21747,Pakistan,potato,1990,92141,494.0,5299.0,24.81
21748,Pakistan,potato,1990,92141,494.0,5299.0,23.14
21749,Pakistan,potato,1990,92141,494.0,5299.0,27.0
21750,Pakistan,potato,1990,92141,494.0,5299.0,23.14
21751,Pakistan,potato,1990,92141,494.0,5299.0,26.39
21752,Pakistan,potato,1990,92141,494.0,5299.0,24.81
21753,Pakistan,potato,1990,92141,494.0,5299.0,26.23
21754,Pakistan,potato,1990,92141,494.0,5299.0,19.36
21755,Pakistan,potato,1990,92141,494.0,5299.0,23.14
21765,Pakistan,maize,1991,14235,494.0,5962.0,24.38
21766,Pakistan,maize,1991,14235,494.0,5962.0,22.48
21767,Pakistan,maize,1991,14235,494.0,5962.0,26.98
21768,Pakistan,maize,1991,14235,494.0,5962.0,22.48
21769,Pakistan,maize,1991,14235,494.0,5962.0,26.34
21770,Pakistan,maize,1991,14235,494.0,5962.0,24.38
21771,Pakistan,maize,1991,14235,494.0,5962.0,25.87
21772,Pakistan,maize,1991,14235,494.0,5962.0,18.48
21773,Pakistan,maize,1991,14235,494.0,5962.0,22.48
21774,Pakistan,potato,1991,104452,494.0,5962.0,24.38
21775,Pakistan,potato,1991,104452,494.0,5962.0,22.48
21776,Pakistan,potato,1991,104452,494.0,5962.0,26.98
21777,Pakistan,potato,1991,104452,494.0,5962.0,22.48
21778,Pakistan,potato,1991,104452,494.0,5962.0,26.34
21779,Pakistan,potato,1991,104452,494.0,5962.0,24.38
21780,Pakistan,potato,1991,104452,494.0,5962.0,25.87
21781,Pakistan,potato,1991,104452,494.0,5962.0,18.48
21782,Pakistan,potato,1991,104452,494.0,5962.0,22.48
21783,Pakistan,rice,1991,23199,494.0,5962.0,24.38
21784,Pakistan,rice,1991,23199,494.0,5962.0,22.48
21785,Pakistan,rice,1991,23199,494.0,5962.0,26.98
21786,Pakistan,rice,1991,23199,494.0,5962.0,22.48
21787,Pakistan,rice,1991,23199,494.0,5962.0,26.34
21788,Pakistan,rice,1991,23199,494.0,5962.0,24.38
21789,Pakistan,rice,1991,23199,494.0,5962.0,25.87
21790,Pakistan,rice,1991,23199,494.0,5962.0,18.48
21791,Pakistan,rice,1991,23199,494.0,5962.0,22.48
21810,Pakistan,potato,1991,101190,494.0,5962.0,24.38
21811,Pakistan,potato,1991,101190,494.0,5962.0,22.48
21812,Pakistan,potato,1991,101190,494.0,5962.0,26.98
21813,Pakistan,potato,1991,101190,494.0,5962.0,22.48
21814,Pakistan,potato,1991,101190,494.0,5962.0,26.34
21815,Pakistan,potato,1991,101190,494.0,5962.0,24.38
21816,Pakistan,potato,1991,101190,494.0,5962.0,25.87
21817,Pakistan,potato,1991,101190,494.0,5962.0,18.48
21818,Pakistan,potato,1991,101190,494.0,5962.0,22.48
21828,Pakistan,maize,1992,13966,494.0,5518.0,24.31
21829,Pakistan,maize,1992,13966,494.0,5518.0,22.36
21830,Pakistan,maize,1992,13966,494.0,5518.0,26.91
21831,Pakistan,maize,1992,13966,494.0,5518.0,22.36
21832,Pakistan,maize,1992,13966,494.0,5518.0,26.36
21833,Pakistan,maize,1992,13966,494.0,5518.0,24.31
21834,Pakistan,maize,1992,13966,494.0,5518.0,25.71
21835,Pakistan,maize,1992,13966,494.0,5518.0,18.34
21836,Pakistan,maize,1992,13966,494.0,5518.0,22.36
21837,Pakistan,potato,1992,113709,494.0,5518.0,24.31
21838,Pakistan,potato,1992,113709,494.0,5518.0,22.36
21839,Pakistan,potato,1992,113709,494.0,5518.0,26.91
21840,Pakistan,potato,1992,113709,494.0,5518.0,22.36
21841,Pakistan,potato,1992,113709,494.0,5518.0,26.36
21842,Pakistan,potato,1992,113709,494.0,5518.0,24.31
21843,Pakistan,potato,1992,113709,494.0,5518.0,25.71
21844,Pakistan,potato,1992,113709,494.0,5518.0,18.34
21845,Pakistan,potato,1992,113709,494.0,5518.0,22.36
21846,Pakistan,rice,1992,23686,494.0,5518.0,24.31
21847,Pakistan,rice,1992,23686,494.0,5518.0,22.36
21848,Pakistan,rice,1992,23686,494.0,5518.0,26.91
21849,Pakistan,rice,1992,23686,494.0,5518.0,22.36
21850,Pakistan,rice,1992,23686,494.0,5518.0,26.36
21851,Pakistan,rice,1992,23686,494.0,5518.0,24.31
21852,Pakistan,rice,1992,23686,494.0,5518.0,25.71
21853,Pakistan,rice,1992,23686,494.0,5518.0,18.34
21854,Pakistan,rice,1992,23686,494.0,5518.0,22.36
21873,Pakistan,potato,1992,104368,494.0,5518.0,24.31
21874,Pakistan,potato,1992,104368,494.0,5518.0,22.36
21875,Pakistan,potato,1992,104368,494.0,5518.0,26.91
21876,Pakistan,potato,1992,104368,494.0,5518.0,22.36
21877,Pakistan,potato,1992,104368,494.0,5518.0,26.36
21878,Pakistan,potato,1992,104368,494.0,5518.0,24.31
21879,Pakistan,potato,1992,104368,494.0,5518.0,25.71
21880,Pakistan,potato,1992,104368,494.0,5518.0,18.34
21881,Pakistan,potato,1992,104368,494.0,5518.0,22.36
21891,Pakistan,maize,1993,13983,494.0,4945.0,25.04
21892,Pakistan,maize,1993,13983,494.0,4945.0,23.08
21893,Pakistan,maize,1993,13983,494.0,4945.0,27.72
21894,Pakistan,maize,1993,13983,494.0,4945.0,23.08
21895,Pakistan,maize,1993,13983,494.0,4945.0,27.25
21896,Pakistan,maize,1993,13983,494.0,4945.0,25.04
21897,Pakistan,maize,1993,13983,494.0,4945.0,26.51
21898,Pakistan,maize,1993,13983,494.0,4945.0,18.91
21899,Pakistan,maize,1993,13983,494.0,4945.0,23.08
21900,Pakistan,potato,1993,122809,494.0,4945.0,25.04
21901,Pakistan,potato,1993,122809,494.0,4945.0,23.08
21902,Pakistan,potato,1993,122809,494.0,4945.0,27.72
21903,Pakistan,potato,1993,122809,494.0,4945.0,23.08
21904,Pakistan,potato,1993,122809,494.0,4945.0,27.25
21905,Pakistan,potato,1993,122809,494.0,4945.0,25.04
21906,Pakistan,potato,1993,122809,494.0,4945.0,26.51
21907,Pakistan,potato,1993,122809,494.0,4945.0,18.91
21908,Pakistan,potato,1993,122809,494.0,4945.0,23.08
21909,Pakistan,rice,1993,27397,494.0,4945.0,25.04
21910,Pakistan,rice,1993,27397,494.0,4945.0,23.08
21911,Pakistan,rice,1993,27397,494.0,4945.0,27.72
21912,Pakistan,rice,1993,27397,494.0,4945.0,23.08
21913,Pakistan,rice,1993,27397,494.0,4945.0,27.25
21914,Pakistan,rice,1993,27397,494.0,4945.0,25.04
21915,Pakistan,rice,1993,27397,494.0,4945.0,26.51
21916,Pakistan,rice,1993,27397,494.0,4945.0,18.91
21917,Pakistan,rice,1993,27397,494.0,4945.0,23.08
21936,Pakistan,potato,1993,98171,494.0,4945.0,25.04
21937,Pakistan,potato,1993,98171,494.0,4945.0,23.08
21938,Pakistan,potato,1993,98171,494.0,4945.0,27.72
21939,Pakistan,potato,1993,98171,494.0,4945.0,23.08
21940,Pakistan,potato,1993,98171,494.0,4945.0,27.25
21941,Pakistan,potato,1993,98171,494.0,4945.0,25.04
21942,Pakistan,potato,1993,98171,494.0,4945.0,26.51
21943,Pakistan,potato,1993,98171,494.0,4945.0,18.91
21944,Pakistan,potato,1993,98171,494.0,4945.0,23.08
21954,Pakistan,maize,1994,15004,494.0,6183.0,24.78
21955,Pakistan,maize,1994,15004,494.0,6183.0,22.93
21956,Pakistan,maize,1994,15004,494.0,6183.0,26.87
21957,Pakistan,maize,1994,15004,494.0,6183.0,22.93
21958,Pakistan,maize,1994,15004,494.0,6183.0,26.36
21959,Pakistan,maize,1994,15004,494.0,6183.0,24.78
21960,Pakistan,maize,1994,15004,494.0,6183.0,26.13
21961,Pakistan,maize,1994,15004,494.0,6183.0,18.78
21962,Pakistan,maize,1994,15004,494.0,6183.0,22.93
21963,Pakistan,potato,1994,133171,494.0,6183.0,24.78
21964,Pakistan,potato,1994,133171,494.0,6183.0,22.93
21965,Pakistan,potato,1994,133171,494.0,6183.0,26.87
21966,Pakistan,potato,1994,133171,494.0,6183.0,22.93
21967,Pakistan,potato,1994,133171,494.0,6183.0,26.36
21968,Pakistan,potato,1994,133171,494.0,6183.0,24.78
21969,Pakistan,potato,1994,133171,494.0,6183.0,26.13
21970,Pakistan,potato,1994,133171,494.0,6183.0,18.78
21971,Pakistan,potato,1994,133171,494.0,6183.0,22.93
21972,Pakistan,rice,1994,24333,494.0,6183.0,24.78
21973,Pakistan,rice,1994,24333,494.0,6183.0,22.93
21974,Pakistan,rice,1994,24333,494.0,6183.0,26.87
21975,Pakistan,rice,1994,24333,494.0,6183.0,22.93
21976,Pakistan,rice,1994,24333,494.0,6183.0,26.36
21977,Pakistan,rice,1994,24333,494.0,6183.0,24.78
21978,Pakistan,rice,1994,24333,494.0,6183.0,26.13
21979,Pakistan,rice,1994,24333,494.0,6183.0,18.78
21980,Pakistan,rice,1994,24333,494.0,6183.0,22.93
21999,Pakistan,potato,1994,99148,494.0,6183.0,24.78
22000,Pakistan,potato,1994,99148,494.0,6183.0,22.93
22001,Pakistan,potato,1994,99148,494.0,6183.0,26.87
22002,Pakistan,potato,1994,99148,494.0,6183.0,22.93
22003,Pakistan,potato,1994,99148,494.0,6183.0,26.36
22004,Pakistan,potato,1994,99148,494.0,6183.0,24.78
22005,Pakistan,potato,1994,99148,494.0,6183.0,26.13
22006,Pakistan,potato,1994,99148,494.0,6183.0,18.78
22007,Pakistan,potato,1994,99148,494.0,6183.0,22.93
22017,Pakistan,maize,1995,16908,494.0,7681.0,24.58
22018,Pakistan,maize,1995,16908,494.0,7681.0,22.61
22019,Pakistan,maize,1995,16908,494.0,7681.0,27.11
22020,Pakistan,maize,1995,16908,494.0,7681.0,22.61
22021,Pakistan,maize,1995,16908,494.0,7681.0,26.63
22022,Pakistan,maize,1995,16908,494.0,7681.0,24.58
22023,Pakistan,maize,1995,16908,494.0,7681.0,26.09
22024,Pakistan,maize,1995,16908,494.0,7681.0,18.68
22025,Pakistan,maize,1995,16908,494.0,7681.0,22.61
22026,Pakistan,potato,1995,139418,494.0,7681.0,24.58
22027,Pakistan,potato,1995,139418,494.0,7681.0,22.61
22028,Pakistan,potato,1995,139418,494.0,7681.0,27.11
22029,Pakistan,potato,1995,139418,494.0,7681.0,22.61
22030,Pakistan,potato,1995,139418,494.0,7681.0,26.63
22031,Pakistan,potato,1995,139418,494.0,7681.0,24.58
22032,Pakistan,potato,1995,139418,494.0,7681.0,26.09
22033,Pakistan,potato,1995,139418,494.0,7681.0,18.68
22034,Pakistan,potato,1995,139418,494.0,7681.0,22.61
22035,Pakistan,rice,1995,27522,494.0,7681.0,24.58
22036,Pakistan,rice,1995,27522,494.0,7681.0,22.61
22037,Pakistan,rice,1995,27522,494.0,7681.0,27.11
22038,Pakistan,rice,1995,27522,494.0,7681.0,22.61
22039,Pakistan,rice,1995,27522,494.0,7681.0,26.63
22040,Pakistan,rice,1995,27522,494.0,7681.0,24.58
22041,Pakistan,rice,1995,27522,494.0,7681.0,26.09
22042,Pakistan,rice,1995,27522,494.0,7681.0,18.68
22043,Pakistan,rice,1995,27522,494.0,7681.0,22.61
22062,Pakistan,potato,1995,100688,494.0,7681.0,24.58
22063,Pakistan,potato,1995,100688,494.0,7681.0,22.61
22064,Pakistan,potato,1995,100688,494.0,7681.0,27.11
22065,Pakistan,potato,1995,100688,494.0,7681.0,22.61
22066,Pakistan,potato,1995,100688,494.0,7681.0,26.63
22067,Pakistan,potato,1995,100688,494.0,7681.0,24.58
22068,Pakistan,potato,1995,100688,494.0,7681.0,26.09
22069,Pakistan,potato,1995,100688,494.0,7681.0,18.68
22070,Pakistan,potato,1995,100688,494.0,7681.0,22.61
22080,Pakistan,maize,1996,15884,494.0,11955.0,24.43
22081,Pakistan,maize,1996,15884,494.0,11955.0,22.61
22082,Pakistan,maize,1996,15884,494.0,11955.0,27.17
22083,Pakistan,maize,1996,15884,494.0,11955.0,22.61
22084,Pakistan,maize,1996,15884,494.0,11955.0,26.5
22085,Pakistan,maize,1996,15884,494.0,11955.0,24.43
22086,Pakistan,maize,1996,15884,494.0,11955.0,25.92
22087,Pakistan,maize,1996,15884,494.0,11955.0,18.72
22088,Pakistan,maize,1996,15884,494.0,11955.0,22.61
22089,Pakistan,potato,1996,134795,494.0,11955.0,24.43
22090,Pakistan,potato,1996,134795,494.0,11955.0,22.61
22091,Pakistan,potato,1996,134795,494.0,11955.0,27.17
22092,Pakistan,potato,1996,134795,494.0,11955.0,22.61
22093,Pakistan,potato,1996,134795,494.0,11955.0,26.5
22094,Pakistan,potato,1996,134795,494.0,11955.0,24.43
22095,Pakistan,potato,1996,134795,494.0,11955.0,25.92
22096,Pakistan,potato,1996,134795,494.0,11955.0,18.72
22097,Pakistan,potato,1996,134795,494.0,11955.0,22.61
22098,Pakistan,rice,1996,28685,494.0,11955.0,24.43
22099,Pakistan,rice,1996,28685,494.0,11955.0,22.61
22100,Pakistan,rice,1996,28685,494.0,11955.0,27.17
22101,Pakistan,rice,1996,28685,494.0,11955.0,22.61
22102,Pakistan,rice,1996,28685,494.0,11955.0,26.5
22103,Pakistan,rice,1996,28685,494.0,11955.0,24.43
22104,Pakistan,rice,1996,28685,494.0,11955.0,25.92
22105,Pakistan,rice,1996,28685,494.0,11955.0,18.72
22106,Pakistan,rice,1996,28685,494.0,11955.0,22.61
22125,Pakistan,potato,1996,105177,494.0,11955.0,24.43
22126,Pakistan,potato,1996,105177,494.0,11955.0,22.61
22127,Pakistan,potato,1996,105177,494.0,11955.0,27.17
22128,Pakistan,potato,1996,105177,494.0,11955.0,22.61
22129,Pakistan,potato,1996,105177,494.0,11955.0,26.5
22130,Pakistan,potato,1996,105177,494.0,11955.0,24.43
22131,Pakistan,potato,1996,105177,494.0,11955.0,25.92
22132,Pakistan,potato,1996,105177,494.0,11955.0,18.72
22133,Pakistan,potato,1996,105177,494.0,11955.0,22.61
22143,Pakistan,maize,1997,16352,494.0,16936.0,23.76
22144,Pakistan,maize,1997,16352,494.0,16936.0,22.14
22145,Pakistan,maize,1997,16352,494.0,16936.0,26.82
22146,Pakistan,maize,1997,16352,494.0,16936.0,22.14
22147,Pakistan,maize,1997,16352,494.0,16936.0,26.29
22148,Pakistan,maize,1997,16352,494.0,16936.0,23.76
22149,Pakistan,maize,1997,16352,494.0,16936.0,25.16
22150,Pakistan,maize,1997,16352,494.0,16936.0,18.62
22151,Pakistan,maize,1997,16352,494.0,16936.0,22.14
22152,Pakistan,potato,1997,112295,494.0,16936.0,23.76
22153,Pakistan,potato,1997,112295,494.0,16936.0,22.14
22154,Pakistan,potato,1997,112295,494.0,16936.0,26.82
22155,Pakistan,potato,1997,112295,494.0,16936.0,22.14
22156,Pakistan,potato,1997,112295,494.0,16936.0,26.29
22157,Pakistan,potato,1997,112295,494.0,16936.0,23.76
22158,Pakistan,potato,1997,112295,494.0,16936.0,25.16
22159,Pakistan,potato,1997,112295,494.0,16936.0,18.62
22160,Pakistan,potato,1997,112295,494.0,16936.0,22.14
22161,Pakistan,rice,1997,28048,494.0,16936.0,23.76
22162,Pakistan,rice,1997,28048,494.0,16936.0,22.14
22163,Pakistan,rice,1997,28048,494.0,16936.0,26.82
22164,Pakistan,rice,1997,28048,494.0,16936.0,22.14
22165,Pakistan,rice,1997,28048,494.0,16936.0,26.29
22166,Pakistan,rice,1997,28048,494.0,16936.0,23.76
22167,Pakistan,rice,1997,28048,494.0,16936.0,25.16
22168,Pakistan,rice,1997,28048,494.0,16936.0,18.62
22169,Pakistan,rice,1997,28048,494.0,16936.0,22.14
22188,Pakistan,potato,1997,104716,494.0,16936.0,23.76
22189,Pakistan,potato,1997,104716,494.0,16936.0,22.14
22190,Pakistan,potato,1997,104716,494.0,16936.0,26.82
22191,Pakistan,potato,1997,104716,494.0,16936.0,22.14
22192,Pakistan,potato,1997,104716,494.0,16936.0,26.29
22193,Pakistan,potato,1997,104716,494.0,16936.0,23.76
22194,Pakistan,potato,1997,104716,494.0,16936.0,25.16
22195,Pakistan,potato,1997,104716,494.0,16936.0,18.62
22196,Pakistan,potato,1997,104716,494.0,16936.0,22.14
22206,Pakistan,maize,1998,17853,494.0,18406.0,24.91
22207,Pakistan,maize,1998,17853,494.0,18406.0,23.11
22208,Pakistan,maize,1998,17853,494.0,18406.0,27.89
22209,Pakistan,maize,1998,17853,494.0,18406.0,23.11
22210,Pakistan,maize,1998,17853,494.0,18406.0,27.36
22211,Pakistan,maize,1998,17853,494.0,18406.0,24.91
22212,Pakistan,maize,1998,17853,494.0,18406.0,26.41
22213,Pakistan,maize,1998,17853,494.0,18406.0,19.15
22214,Pakistan,maize,1998,17853,494.0,18406.0,23.11
22215,Pakistan,potato,1998,136186,494.0,18406.0,24.91
22216,Pakistan,potato,1998,136186,494.0,18406.0,23.11
22217,Pakistan,potato,1998,136186,494.0,18406.0,27.89
22218,Pakistan,potato,1998,136186,494.0,18406.0,23.11
22219,Pakistan,potato,1998,136186,494.0,18406.0,27.36
22220,Pakistan,potato,1998,136186,494.0,18406.0,24.91
22221,Pakistan,potato,1998,136186,494.0,18406.0,26.41
22222,Pakistan,potato,1998,136186,494.0,18406.0,19.15
22223,Pakistan,potato,1998,136186,494.0,18406.0,23.11
22224,Pakistan,rice,1998,28930,494.0,18406.0,24.91
22225,Pakistan,rice,1998,28930,494.0,18406.0,23.11
22226,Pakistan,rice,1998,28930,494.0,18406.0,27.89
22227,Pakistan,rice,1998,28930,494.0,18406.0,23.11
22228,Pakistan,rice,1998,28930,494.0,18406.0,27.36
22229,Pakistan,rice,1998,28930,494.0,18406.0,24.91
22230,Pakistan,rice,1998,28930,494.0,18406.0,26.41
22231,Pakistan,rice,1998,28930,494.0,18406.0,19.15
22232,Pakistan,rice,1998,28930,494.0,18406.0,23.11
22251,Pakistan,potato,1998,108413,494.0,18406.0,24.91
22252,Pakistan,potato,1998,108413,494.0,18406.0,23.11
22253,Pakistan,potato,1998,108413,494.0,18406.0,27.89
22254,Pakistan,potato,1998,108413,494.0,18406.0,23.11
22255,Pakistan,potato,1998,108413,494.0,18406.0,27.36
22256,Pakistan,potato,1998,108413,494.0,18406.0,24.91
22257,Pakistan,potato,1998,108413,494.0,18406.0,26.41
22258,Pakistan,potato,1998,108413,494.0,18406.0,19.15
22259,Pakistan,potato,1998,108413,494.0,18406.0,23.11
22269,Pakistan,maize,1999,17169,494.0,20450.0,25.5
22270,Pakistan,maize,1999,17169,494.0,20450.0,23.8
22271,Pakistan,maize,1999,17169,494.0,20450.0,27.54
22272,Pakistan,maize,1999,17169,494.0,20450.0,23.8
22273,Pakistan,maize,1999,17169,494.0,20450.0,27.14
22274,Pakistan,maize,1999,17169,494.0,20450.0,25.5
22275,Pakistan,maize,1999,17169,494.0,20450.0,26.8
22276,Pakistan,maize,1999,17169,494.0,20450.0,19.84
22277,Pakistan,maize,1999,17169,494.0,20450.0,23.8
22278,Pakistan,potato,1999,165413,494.0,20450.0,25.5
22279,Pakistan,potato,1999,165413,494.0,20450.0,23.8
22280,Pakistan,potato,1999,165413,494.0,20450.0,27.54
22281,Pakistan,potato,1999,165413,494.0,20450.0,23.8
22282,Pakistan,potato,1999,165413,494.0,20450.0,27.14
22283,Pakistan,potato,1999,165413,494.0,20450.0,25.5
22284,Pakistan,potato,1999,165413,494.0,20450.0,26.8
22285,Pakistan,potato,1999,165413,494.0,20450.0,19.84
22286,Pakistan,potato,1999,165413,494.0,20450.0,23.8
22287,Pakistan,rice,1999,30744,494.0,20450.0,25.5
22288,Pakistan,rice,1999,30744,494.0,20450.0,23.8
22289,Pakistan,rice,1999,30744,494.0,20450.0,27.54
22290,Pakistan,rice,1999,30744,494.0,20450.0,23.8
